supplier_id,supplier_name,event_date,expected_delivery,actual_delivery,delay_days,quantity_delivered,material_category
SUP0025,Ross-Hernandez,2026-02-04,2025-12-10,2026-02-04,0,96,Sewing
SUP0025,Ross-Hernandez,2026-02-22,2025-12-31,2026-02-22,0,89,Sewing
SUP0025,Ross-Hernandez,2026-01-15,2025-11-16,2026-01-15,0,96,Sewing
SUP0025,Ross-Hernandez,2025-12-26,2025-11-23,2025-12-26,0,97,Sewing
SUP0025,Ross-Hernandez,2025-03-06,2025-01-29,2025-03-06,0,87,Sewing
SUP0025,Ross-Hernandez,2025-10-03,2025-08-17,2025-10-03,0,93,Sewing
SUP0025,Ross-Hernandez,2025-12-17,2025-10-24,2025-12-17,0,91,Sewing
SUP0025,Ross-Hernandez,2024-12-21,2024-10-30,2024-12-21,0,83,Sewing
SUP0025,Ross-Hernandez,2025-10-16,2025-08-22,2025-10-16,0,92,Sewing
SUP0025,Ross-Hernandez,2024-11-04,2024-09-25,2024-11-04,0,97,Sewing
SUP0025,Ross-Hernandez,2025-01-06,2024-11-08,2025-01-06,0,90,Sewing
SUP0025,Ross-Hernandez,2025-05-07,2025-03-11,2025-05-07,0,100,Sewing
SUP0025,Ross-Hernandez,2025-01-19,2024-11-24,2025-01-19,0,99,Sewing
SUP0025,Ross-Hernandez,2025-08-01,2025-06-14,2025-08-01,0,92,Sewing
SUP0025,Ross-Hernandez,2025-07-18,2025-06-07,2025-08-02,15,92,Sewing
SUP0025,Ross-Hernandez,2026-04-04,2026-02-10,2026-04-04,0,89,Sewing
SUP0025,Ross-Hernandez,2026-03-19,2026-02-01,2026-03-19,0,89,Sewing
SUP0025,Ross-Hernandez,2026-03-29,2026-02-18,2026-04-05,7,90,Sewing
SUP0025,Ross-Hernandez,2026-03-13,2026-01-18,2026-04-05,23,88,Sewing
SUP0025,Ross-Hernandez,2024-10-28,2024-09-11,2024-10-28,0,98,Sewing
SUP0025,Ross-Hernandez,2025-10-28,2025-09-25,2025-10-28,0,91,Sewing
SUP0025,Ross-Hernandez,2025-10-27,2025-09-23,2025-10-27,0,98,Sewing
SUP0025,Ross-Hernandez,2025-07-23,2025-06-16,2025-07-23,0,89,Sewing
SUP0025,Ross-Hernandez,2025-12-31,2025-11-13,2025-12-31,0,86,Sewing
SUP0025,Ross-Hernandez,2026-01-15,2025-11-23,2026-01-15,0,95,Sewing
SUP0025,Ross-Hernandez,2025-10-09,2025-08-25,2025-11-01,23,98,Sewing
SUP0025,Ross-Hernandez,2025-12-28,2025-11-09,2025-12-28,0,81,Sewing
SUP0025,Ross-Hernandez,2025-03-10,2025-02-06,2025-04-09,30,90,Sewing
SUP0026,"Briggs, Mcclain and Simmons",2025-01-15,2024-12-03,2025-01-19,4,87,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2026-03-24,2026-02-02,2026-04-06,13,81,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-05-27,2025-04-11,2025-05-27,0,97,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-11-02,2025-09-23,2025-11-02,0,87,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-10-30,2025-09-29,2025-10-30,0,92,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-01-03,2024-11-10,2025-01-03,0,96,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2026-01-02,2025-11-26,2026-01-02,0,92,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-11-04,2025-10-01,2025-11-04,0,95,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2026-02-13,2025-12-28,2026-02-13,0,82,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-02-20,2025-01-05,2025-02-20,0,84,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-11-17,2025-10-03,2025-11-17,0,95,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-02-24,2025-01-05,2025-02-24,0,97,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2024-10-15,2024-09-08,2024-10-15,0,88,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-01-19,2024-12-10,2025-01-19,0,98,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2026-01-03,2025-12-01,2026-01-03,0,93,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-03-26,2025-02-13,2025-03-26,0,91,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2026-03-11,2026-01-16,2026-03-11,0,91,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-01-07,2024-11-19,2025-01-07,0,81,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-08-08,2025-07-03,2025-08-08,0,84,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2026-01-07,2025-12-05,2026-01-07,0,87,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-11-04,2025-09-08,2025-11-14,10,80,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-04-18,2025-02-25,2025-04-28,10,94,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2024-12-08,2024-11-08,2024-12-08,0,97,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2025-08-31,2025-07-26,2025-08-31,0,88,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2024-11-26,2024-10-08,2024-11-26,0,84,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2026-03-17,2026-02-03,2026-03-17,0,96,Weaving
SUP0026,"Briggs, Mcclain and Simmons",2026-02-19,2026-01-12,2026-02-19,0,89,Weaving
SUP0027,Orozco-Miller,2025-07-01,2025-05-31,2025-07-01,0,80,Cutting
SUP0027,Orozco-Miller,2026-01-26,2025-12-15,2026-01-26,0,91,Cutting
SUP0027,Orozco-Miller,2025-12-15,2025-11-15,2025-12-15,0,100,Cutting
SUP0027,Orozco-Miller,2025-03-05,2025-01-27,2025-03-22,17,83,Cutting
SUP0027,Orozco-Miller,2025-05-16,2025-04-01,2025-06-03,18,82,Cutting
SUP0027,Orozco-Miller,2025-09-26,2025-08-21,2025-09-26,0,94,Cutting
SUP0027,Orozco-Miller,2026-03-13,2026-02-10,2026-03-13,0,96,Cutting
SUP0027,Orozco-Miller,2025-05-27,2025-04-17,2025-05-27,0,85,Cutting
SUP0027,Orozco-Miller,2026-03-17,2026-02-04,2026-03-17,0,91,Cutting
SUP0027,Orozco-Miller,2025-05-30,2025-04-23,2025-06-16,17,88,Cutting
SUP0027,Orozco-Miller,2026-01-31,2025-12-12,2026-01-31,0,92,Cutting
SUP0027,Orozco-Miller,2026-03-05,2026-01-04,2026-03-05,0,88,Cutting
SUP0027,Orozco-Miller,2025-08-17,2025-07-14,2025-08-17,0,92,Cutting
SUP0027,Orozco-Miller,2025-11-15,2025-10-14,2025-11-15,0,96,Cutting
SUP0027,Orozco-Miller,2025-08-15,2025-07-03,2025-08-15,0,84,Cutting
SUP0027,Orozco-Miller,2025-01-23,2024-12-15,2025-02-03,11,94,Cutting
SUP0027,Orozco-Miller,2025-11-21,2025-10-16,2025-11-21,0,98,Cutting
SUP0028,Stein-Silva,2025-09-09,2025-07-14,2025-09-09,0,96,Sewing
SUP0028,Stein-Silva,2025-11-17,2025-10-05,2025-12-12,25,84,Sewing
SUP0028,Stein-Silva,2025-10-25,2025-09-15,2025-10-25,0,97,Sewing
SUP0028,Stein-Silva,2025-12-04,2025-10-30,2025-12-04,0,84,Sewing
SUP0028,Stein-Silva,2026-03-05,2026-01-10,2026-03-05,0,93,Sewing
SUP0028,Stein-Silva,2025-02-07,2024-12-30,2025-02-07,0,100,Sewing
SUP0028,Stein-Silva,2025-06-28,2025-05-25,2025-07-02,4,84,Sewing
SUP0028,Stein-Silva,2025-09-27,2025-08-28,2025-10-17,20,99,Sewing
SUP0028,Stein-Silva,2025-07-05,2025-05-17,2025-07-05,0,87,Sewing
SUP0028,Stein-Silva,2025-08-10,2025-07-04,2025-08-10,0,91,Sewing
SUP0028,Stein-Silva,2026-01-13,2025-11-22,2026-01-18,5,96,Sewing
SUP0028,Stein-Silva,2024-12-10,2024-10-19,2024-12-10,0,85,Sewing
SUP0028,Stein-Silva,2025-03-04,2025-01-18,2025-03-04,0,85,Sewing
SUP0028,Stein-Silva,2025-09-19,2025-08-13,2025-09-19,0,80,Sewing
SUP0028,Stein-Silva,2025-07-02,2025-05-03,2025-07-02,0,86,Sewing
SUP0028,Stein-Silva,2025-09-07,2025-08-06,2025-09-07,0,94,Sewing
SUP0028,Stein-Silva,2024-11-19,2024-09-28,2024-11-19,0,94,Sewing
SUP0028,Stein-Silva,2025-07-26,2025-06-13,2025-07-26,0,81,Sewing
SUP0028,Stein-Silva,2025-03-11,2025-01-17,2025-03-11,0,99,Sewing
SUP0028,Stein-Silva,2024-10-14,2024-08-25,2024-11-09,26,81,Sewing
SUP0028,Stein-Silva,2024-10-18,2024-09-15,2024-10-18,0,81,Sewing
SUP0028,Stein-Silva,2025-07-27,2025-06-11,2025-07-27,0,81,Sewing
SUP0028,Stein-Silva,2025-03-04,2025-01-17,2025-03-06,2,86,Sewing
SUP0028,Stein-Silva,2025-06-10,2025-04-27,2025-06-10,0,89,Sewing
SUP0028,Stein-Silva,2025-06-16,2025-05-03,2025-06-16,0,89,Sewing
SUP0028,Stein-Silva,2026-02-08,2025-12-18,2026-02-08,0,84,Sewing
SUP0028,Stein-Silva,2024-12-16,2024-10-21,2024-12-16,0,82,Sewing
SUP0028,Stein-Silva,2024-11-08,2024-10-06,2024-11-08,0,98,Sewing
SUP0028,Stein-Silva,2025-11-17,2025-10-06,2025-11-17,0,94,Sewing
SUP0028,Stein-Silva,2026-03-10,2026-02-03,2026-03-10,0,86,Sewing
SUP0028,Stein-Silva,2024-12-25,2024-11-23,2024-12-25,0,100,Sewing
SUP0028,Stein-Silva,2025-10-19,2025-08-28,2025-10-19,0,82,Sewing
SUP0028,Stein-Silva,2025-12-09,2025-10-18,2025-12-09,0,91,Sewing
SUP0028,Stein-Silva,2026-01-07,2025-11-22,2026-01-07,0,96,Sewing
SUP0028,Stein-Silva,2025-10-23,2025-09-11,2025-10-23,0,81,Sewing
SUP0028,Stein-Silva,2025-10-12,2025-08-14,2025-10-12,0,84,Sewing
SUP0028,Stein-Silva,2025-10-20,2025-08-24,2025-10-20,0,81,Sewing
SUP0028,Stein-Silva,2025-01-30,2024-12-22,2025-01-30,0,94,Sewing
SUP0028,Stein-Silva,2025-06-13,2025-04-24,2025-06-13,0,84,Sewing
SUP0029,Price Ltd,2026-04-01,2026-02-11,2026-04-02,1,94,Finishing
SUP0029,Price Ltd,2024-11-11,2024-09-15,2024-11-11,0,80,Finishing
SUP0029,Price Ltd,2024-11-15,2024-10-09,2024-11-15,0,95,Finishing
SUP0029,Price Ltd,2024-12-26,2024-11-13,2024-12-26,0,99,Finishing
SUP0029,Price Ltd,2026-03-29,2026-02-20,2026-04-07,9,99,Finishing
SUP0029,Price Ltd,2025-09-04,2025-08-04,2025-09-04,0,81,Finishing
SUP0029,Price Ltd,2025-04-12,2025-03-12,2025-04-12,0,81,Finishing
SUP0029,Price Ltd,2025-06-03,2025-04-24,2025-06-05,2,83,Finishing
SUP0029,Price Ltd,2025-02-02,2024-12-29,2025-02-02,0,89,Finishing
SUP0029,Price Ltd,2025-10-05,2025-08-06,2025-10-05,0,98,Finishing
SUP0029,Price Ltd,2025-04-01,2025-02-01,2025-04-01,0,89,Finishing
SUP0029,Price Ltd,2025-05-09,2025-03-29,2025-06-05,27,82,Finishing
SUP0029,Price Ltd,2025-01-22,2024-11-27,2025-01-22,0,89,Finishing
SUP0029,Price Ltd,2024-12-08,2024-11-04,2024-12-08,0,88,Finishing
SUP0029,Price Ltd,2025-05-02,2025-03-17,2025-05-02,0,86,Finishing
SUP0029,Price Ltd,2025-09-02,2025-07-15,2025-09-02,0,98,Finishing
SUP0029,Price Ltd,2026-01-05,2025-11-21,2026-01-05,0,99,Finishing
SUP0030,Murphy-Gibson,2025-06-14,2025-05-02,2025-06-14,0,90,Raw Materials
SUP0030,Murphy-Gibson,2025-07-13,2025-05-28,2025-07-13,0,99,Raw Materials
SUP0030,Murphy-Gibson,2025-04-07,2025-02-07,2025-04-07,0,98,Raw Materials
SUP0030,Murphy-Gibson,2024-11-12,2024-09-27,2024-11-12,0,95,Raw Materials
SUP0030,Murphy-Gibson,2024-11-16,2024-09-22,2024-11-16,0,99,Raw Materials
SUP0030,Murphy-Gibson,2025-08-09,2025-06-18,2025-08-09,0,86,Raw Materials
SUP0030,Murphy-Gibson,2026-04-03,2026-03-01,2026-04-03,0,100,Raw Materials
SUP0030,Murphy-Gibson,2025-12-05,2025-10-13,2025-12-31,26,99,Raw Materials
SUP0030,Murphy-Gibson,2025-02-04,2024-12-23,2025-02-04,0,91,Raw Materials
SUP0030,Murphy-Gibson,2025-08-30,2025-07-31,2025-08-30,0,89,Raw Materials
SUP0030,Murphy-Gibson,2025-07-18,2025-05-24,2025-07-18,0,89,Raw Materials
SUP0030,Murphy-Gibson,2024-11-02,2024-09-16,2024-11-02,0,80,Raw Materials
SUP0030,Murphy-Gibson,2025-12-09,2025-10-19,2025-12-09,0,92,Raw Materials
SUP0030,Murphy-Gibson,2026-03-06,2026-01-09,2026-03-06,0,90,Raw Materials
SUP0030,Murphy-Gibson,2025-04-23,2025-02-23,2025-04-23,0,95,Raw Materials
SUP0030,Murphy-Gibson,2026-02-27,2026-01-08,2026-02-27,0,84,Raw Materials
SUP0030,Murphy-Gibson,2024-12-19,2024-10-22,2025-01-17,29,90,Raw Materials
SUP0030,Murphy-Gibson,2024-12-17,2024-10-23,2025-01-16,30,81,Raw Materials
SUP0030,Murphy-Gibson,2024-10-18,2024-09-09,2024-10-18,0,90,Raw Materials
SUP0030,Murphy-Gibson,2026-03-16,2026-02-08,2026-03-16,0,90,Raw Materials
SUP0030,Murphy-Gibson,2025-04-07,2025-03-06,2025-04-16,9,80,Raw Materials
SUP0030,Murphy-Gibson,2025-04-22,2025-03-11,2025-04-22,0,85,Raw Materials
SUP0030,Murphy-Gibson,2025-03-02,2025-01-26,2025-03-02,0,89,Raw Materials
SUP0030,Murphy-Gibson,2025-05-17,2025-03-26,2025-05-17,0,93,Raw Materials
SUP0030,Murphy-Gibson,2026-01-06,2025-11-22,2026-01-18,12,94,Raw Materials
SUP0030,Murphy-Gibson,2025-05-30,2025-04-24,2025-05-30,0,85,Raw Materials
SUP0030,Murphy-Gibson,2025-12-11,2025-10-31,2026-01-05,25,86,Raw Materials
SUP0030,Murphy-Gibson,2025-12-31,2025-11-17,2025-12-31,0,95,Raw Materials
SUP0030,Murphy-Gibson,2024-11-08,2024-10-05,2024-11-08,0,95,Raw Materials
SUP0030,Murphy-Gibson,2024-10-15,2024-09-06,2024-10-20,5,83,Raw Materials
SUP0030,Murphy-Gibson,2024-10-23,2024-09-02,2024-10-30,7,81,Raw Materials
SUP0030,Murphy-Gibson,2024-12-20,2024-11-08,2024-12-20,0,96,Raw Materials
SUP0030,Murphy-Gibson,2025-12-07,2025-11-07,2025-12-07,0,81,Raw Materials
SUP0030,Murphy-Gibson,2026-01-05,2025-11-26,2026-01-05,0,81,Raw Materials
SUP0030,Murphy-Gibson,2025-12-20,2025-11-04,2026-01-13,24,89,Raw Materials
SUP0030,Murphy-Gibson,2026-03-12,2026-01-23,2026-04-02,21,86,Raw Materials
SUP0030,Murphy-Gibson,2025-05-11,2025-04-05,2025-05-11,0,88,Raw Materials
SUP0030,Murphy-Gibson,2025-05-13,2025-03-20,2025-05-13,0,83,Raw Materials
SUP0030,Murphy-Gibson,2025-06-29,2025-05-26,2025-06-29,0,83,Raw Materials
SUP0030,Murphy-Gibson,2026-03-20,2026-01-19,2026-03-20,0,96,Raw Materials
SUP0030,Murphy-Gibson,2025-12-21,2025-11-15,2025-12-21,0,97,Raw Materials
SUP0030,Murphy-Gibson,2025-05-13,2025-04-05,2025-05-13,0,89,Raw Materials
SUP0030,Murphy-Gibson,2025-07-28,2025-06-23,2025-07-28,0,99,Raw Materials
SUP0030,Murphy-Gibson,2025-04-23,2025-03-07,2025-04-23,0,84,Raw Materials
SUP0030,Murphy-Gibson,2026-03-06,2026-01-20,2026-03-08,2,83,Raw Materials
SUP0030,Murphy-Gibson,2025-03-08,2025-02-05,2025-03-08,0,92,Raw Materials
SUP0030,Murphy-Gibson,2025-10-03,2025-08-12,2025-10-03,0,98,Raw Materials
SUP0030,Murphy-Gibson,2025-01-03,2024-11-15,2025-01-03,0,90,Raw Materials
SUP0030,Murphy-Gibson,2025-09-14,2025-07-24,2025-10-10,26,97,Raw Materials
SUP0030,Murphy-Gibson,2026-01-14,2025-11-16,2026-01-29,15,98,Raw Materials
SUP0031,"Hernandez, Martinez and Caldwell",2025-12-30,2025-11-04,2026-01-22,23,94,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-12-26,2025-11-12,2025-12-26,0,100,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2024-12-14,2024-10-30,2024-12-14,0,87,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-11-08,2025-09-12,2025-11-17,9,91,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-02-27,2025-01-23,2025-02-27,0,90,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-05-07,2025-03-24,2025-05-07,0,82,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2024-12-04,2024-11-01,2024-12-04,0,94,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-10-12,2025-09-03,2025-11-01,20,98,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-11-25,2025-10-10,2025-11-25,0,83,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-05-06,2025-03-20,2025-05-06,0,89,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2024-12-18,2024-11-06,2024-12-18,0,87,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-07-29,2025-06-12,2025-07-29,0,95,Sewing
SUP0031,"Hernandez, Martinez and Caldwell",2025-03-07,2025-02-03,2025-03-07,0,98,Sewing
SUP0032,David-Gonzalez,2025-01-14,2024-11-27,2025-02-01,18,87,Finishing
SUP0032,David-Gonzalez,2025-10-09,2025-08-19,2025-10-09,0,98,Finishing
SUP0032,David-Gonzalez,2024-11-22,2024-10-20,2024-11-22,0,94,Finishing
SUP0032,David-Gonzalez,2025-05-06,2025-03-20,2025-05-06,0,94,Finishing
SUP0032,David-Gonzalez,2025-10-06,2025-08-28,2025-10-09,3,99,Finishing
SUP0032,David-Gonzalez,2025-12-14,2025-10-24,2026-01-08,25,92,Finishing
SUP0032,David-Gonzalez,2025-05-04,2025-03-20,2025-05-04,0,81,Finishing
SUP0032,David-Gonzalez,2026-01-02,2025-11-27,2026-01-31,29,98,Finishing
SUP0032,David-Gonzalez,2026-04-04,2026-02-09,2026-04-04,0,84,Finishing
SUP0032,David-Gonzalez,2024-12-27,2024-11-10,2024-12-27,0,99,Finishing
SUP0032,David-Gonzalez,2025-01-02,2024-11-27,2025-01-02,0,90,Finishing
SUP0032,David-Gonzalez,2025-06-02,2025-04-15,2025-06-24,22,89,Finishing
SUP0032,David-Gonzalez,2025-01-14,2024-11-23,2025-01-26,12,82,Finishing
SUP0032,David-Gonzalez,2026-03-27,2026-02-06,2026-04-09,13,84,Finishing
SUP0032,David-Gonzalez,2025-06-07,2025-05-07,2025-06-07,0,97,Finishing
SUP0032,David-Gonzalez,2026-02-09,2026-01-10,2026-02-09,0,91,Finishing
SUP0032,David-Gonzalez,2025-12-13,2025-10-17,2025-12-13,0,80,Finishing
SUP0032,David-Gonzalez,2025-08-07,2025-06-25,2025-08-07,0,92,Finishing
SUP0032,David-Gonzalez,2025-05-14,2025-03-23,2025-05-14,0,92,Finishing
SUP0032,David-Gonzalez,2025-01-14,2024-11-28,2025-01-14,0,85,Finishing
SUP0032,David-Gonzalez,2024-12-04,2024-10-31,2024-12-04,0,92,Finishing
SUP0032,David-Gonzalez,2025-04-01,2025-02-04,2025-04-01,0,89,Finishing
SUP0032,David-Gonzalez,2025-11-27,2025-10-24,2025-11-27,0,100,Finishing
SUP0032,David-Gonzalez,2026-03-19,2026-02-13,2026-03-19,0,95,Finishing
SUP0032,David-Gonzalez,2025-01-12,2024-12-09,2025-01-12,0,100,Finishing
SUP0032,David-Gonzalez,2025-02-03,2024-12-08,2025-02-03,0,99,Finishing
SUP0032,David-Gonzalez,2025-01-24,2024-12-06,2025-01-24,0,96,Finishing
SUP0032,David-Gonzalez,2025-01-25,2024-12-09,2025-02-07,13,91,Finishing
SUP0032,David-Gonzalez,2025-08-16,2025-07-12,2025-08-16,0,80,Finishing
SUP0032,David-Gonzalez,2024-11-10,2024-09-14,2024-11-10,0,96,Finishing
SUP0032,David-Gonzalez,2025-07-03,2025-05-21,2025-07-22,19,91,Finishing
SUP0032,David-Gonzalez,2026-03-01,2026-01-29,2026-03-01,0,91,Finishing
SUP0033,Hamilton LLC,2024-11-27,2024-09-28,2024-11-27,0,84,Raw Materials
SUP0033,Hamilton LLC,2024-10-12,2024-08-16,2024-11-06,25,88,Raw Materials
SUP0033,Hamilton LLC,2024-12-14,2024-10-29,2024-12-14,0,99,Raw Materials
SUP0033,Hamilton LLC,2026-01-04,2025-11-28,2026-01-04,0,82,Raw Materials
SUP0033,Hamilton LLC,2025-05-20,2025-04-01,2025-05-20,0,90,Raw Materials
SUP0033,Hamilton LLC,2026-03-24,2026-02-07,2026-03-24,0,95,Raw Materials
SUP0033,Hamilton LLC,2025-04-30,2025-03-18,2025-04-30,0,89,Raw Materials
SUP0033,Hamilton LLC,2025-06-12,2025-05-08,2025-06-12,0,99,Raw Materials
SUP0033,Hamilton LLC,2025-05-28,2025-04-05,2025-06-06,9,81,Raw Materials
SUP0033,Hamilton LLC,2024-12-06,2024-10-19,2024-12-06,0,81,Raw Materials
SUP0033,Hamilton LLC,2025-06-10,2025-04-16,2025-06-10,0,80,Raw Materials
SUP0033,Hamilton LLC,2025-06-15,2025-05-01,2025-06-15,0,96,Raw Materials
SUP0034,Christensen PLC,2025-06-24,2025-05-17,2025-06-24,0,88,Finishing
SUP0034,Christensen PLC,2025-06-27,2025-05-01,2025-06-27,0,83,Finishing
SUP0034,Christensen PLC,2025-10-08,2025-08-10,2025-10-08,0,84,Finishing
SUP0034,Christensen PLC,2025-01-02,2024-11-22,2025-01-11,9,87,Finishing
SUP0034,Christensen PLC,2024-11-24,2024-10-20,2024-12-22,28,81,Finishing
SUP0034,Christensen PLC,2025-04-18,2025-03-17,2025-05-08,20,84,Finishing
SUP0034,Christensen PLC,2024-11-13,2024-09-20,2024-12-08,25,92,Finishing
SUP0034,Christensen PLC,2025-08-04,2025-06-14,2025-08-04,0,100,Finishing
SUP0034,Christensen PLC,2025-10-15,2025-09-09,2025-10-15,0,91,Finishing
SUP0035,Allen Group,2025-07-08,2025-05-15,2025-07-10,2,85,Raw Materials
SUP0035,Allen Group,2024-12-15,2024-11-03,2024-12-15,0,95,Raw Materials
SUP0035,Allen Group,2025-08-08,2025-06-27,2025-08-08,0,92,Raw Materials
SUP0035,Allen Group,2024-12-05,2024-10-28,2024-12-05,0,93,Raw Materials
SUP0035,Allen Group,2026-03-23,2026-02-12,2026-04-07,15,92,Raw Materials
SUP0035,Allen Group,2025-05-16,2025-03-17,2025-05-16,0,81,Raw Materials
SUP0035,Allen Group,2025-12-26,2025-10-28,2025-12-26,0,91,Raw Materials
SUP0035,Allen Group,2025-01-17,2024-11-29,2025-02-14,28,88,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-07-02,2025-05-25,2025-07-11,9,100,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-02-28,2025-01-15,2025-03-24,24,87,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-09-17,2025-08-02,2025-09-17,0,85,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-05-19,2025-04-02,2025-05-19,0,80,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2026-01-25,2025-12-26,2026-01-25,0,96,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-12-19,2025-10-29,2025-12-19,0,87,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-06-18,2025-05-11,2025-06-18,0,80,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-12-31,2025-11-30,2026-01-22,22,86,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-12-01,2025-10-10,2025-12-04,3,99,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-11-22,2025-10-11,2025-11-22,0,100,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-09-27,2025-07-31,2025-09-27,0,85,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-07-19,2025-06-10,2025-07-19,0,82,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2024-12-26,2024-10-28,2025-01-20,25,93,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-05-08,2025-03-31,2025-05-08,0,82,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-06-25,2025-05-02,2025-06-25,0,92,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-04-29,2025-03-29,2025-04-29,0,88,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-10-04,2025-08-21,2025-10-04,0,86,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-02-26,2025-01-22,2025-02-26,0,83,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-11-08,2025-09-22,2025-11-15,7,99,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-12-17,2025-10-19,2025-12-17,0,88,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-12-20,2025-11-19,2025-12-20,0,98,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-07-22,2025-05-29,2025-07-22,0,95,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-11-03,2025-09-14,2025-11-03,0,81,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-03-01,2025-01-22,2025-03-01,0,90,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2025-02-28,2025-01-11,2025-02-28,0,95,Raw Materials
SUP0036,"Pierce, Bell and Chavez",2024-12-01,2024-10-19,2024-12-01,0,82,Raw Materials
SUP0037,Phillips LLC,2025-08-16,2025-07-17,2025-08-16,0,95,Weaving
SUP0037,Phillips LLC,2025-12-01,2025-10-14,2025-12-01,0,91,Weaving
SUP0037,Phillips LLC,2025-04-28,2025-03-08,2025-04-28,0,81,Weaving
SUP0037,Phillips LLC,2026-01-02,2025-11-22,2026-01-02,0,90,Weaving
SUP0037,Phillips LLC,2026-01-12,2025-11-17,2026-01-12,0,89,Weaving
SUP0037,Phillips LLC,2025-09-09,2025-08-05,2025-09-09,0,92,Weaving
SUP0037,Phillips LLC,2025-09-21,2025-08-13,2025-09-21,0,83,Weaving
SUP0037,Phillips LLC,2025-04-02,2025-02-16,2025-04-02,0,100,Weaving
SUP0037,Phillips LLC,2025-01-11,2024-11-19,2025-01-11,0,81,Weaving
SUP0037,Phillips LLC,2025-09-19,2025-08-20,2025-09-19,0,98,Weaving
SUP0037,Phillips LLC,2025-08-03,2025-06-19,2025-08-03,0,97,Weaving
SUP0037,Phillips LLC,2025-05-24,2025-04-09,2025-05-24,0,94,Weaving
SUP0037,Phillips LLC,2026-03-19,2026-02-16,2026-03-19,0,90,Weaving
SUP0037,Phillips LLC,2026-02-20,2026-01-09,2026-02-20,0,100,Weaving
SUP0037,Phillips LLC,2024-10-16,2024-09-02,2024-11-13,28,97,Weaving
SUP0037,Phillips LLC,2025-11-03,2025-09-11,2025-11-03,0,82,Weaving
SUP0037,Phillips LLC,2026-02-26,2026-01-04,2026-02-26,0,100,Weaving
